User_ID,user_avg_rating,user_rating_count,user_rating_std,Age_Group,Country,favourite_author,old_books_ratio,recent_books_ratio,genre_diversity
3917,7.142857142857143,7,1.5735915849388864,Young_Adult,canada,Nick Hornby,0.7142857142857143,0.2857142857142857,5
3923,5.5,6,1.0488088481701514,Unknown,Unknown,Laurell K. Hamilton,0.8333333333333334,0.16666666666666666,2
4017,5.84,75,4.538245880918713,Middle_Age,usa,Elizabeth Berg,0.5866666666666667,0.41333333333333333,13
4092,1.4,15,2.922816645439317,Adult,usa,Stephen King,0.4666666666666667,0.5333333333333333,6
4114,2.6666666666666665,3,4.618802153517007,Unknown,germany,Frank Herbert,0.6666666666666666,0.3333333333333333,2
4131,5.4,5,4.505552130427525,Senior,united kingdom,Philip Pullman,0.4,0.6,4
4157,1.7222222222222223,18,3.3572670179873034,Middle_Age,usa,Michael Moore,0.7222222222222222,0.2777777777777778,9
4197,6.5,4,2.3804761428476167,Senior,usa,James Patterson,0.5,0.5,3
4221,5.0,10,4.396968652757639,Unknown,usa,Sophie Kinsella,0.2,0.8,6
4223,3.5,4,4.041451884327381,Adult,germany,Philip Pullman,0.5,0.5,3
4334,4.166666666666667,12,3.7376057804023377,Middle_Age,italy,Stephen King,0.5,0.5,7
4385,4.0,5,5.477225575051661,Adult,usa,JOHN GRISHAM,0.6,0.4,5
4401,0.0,1,0.0,Adult,usa,M. Scott Peck,1.0,0.0,1
4600,10.0,1,0.0,Adult,usa,J.R.R. TOLKIEN,1.0,0.0,1
4622,2.1363636363636362,22,3.7326800603454386,Teen,usa,Barbara Kingsolver,0.5,0.5,14
4785,3.727272727272727,11,3.6902820784029258,Adult,usa,Christopher Moore,0.6363636363636364,0.36363636363636365,7
4802,2.2857142857142856,7,3.946064947695181,Adult,united kingdom,Alice Sebold,0.42857142857142855,0.5714285714285714,7
4896,1.6666666666666667,6,4.0824829046386295,Teen,romania,J. K. Rowling,0.6666666666666666,0.3333333333333333,4
4938,5.111111111111111,18,4.296221169803678,Adult,usa,Dean R. Koontz,0.6111111111111112,0.3888888888888889,6
5037,5.083333333333333,12,3.91868097783688,Adult,usa,JOHN GRISHAM,0.75,0.25,6
5207,2.2857142857142856,7,3.903600291794133,Adult,usa,Stephen King,0.8571428571428571,0.14285714285714285,4
5209,9.0,1,0.0,Middle_Age,usa,Brian Herbert,0.0,1.0,1
5331,0.0,5,0.0,Adult,united kingdom,John Grisham,0.6,0.4,4
5385,5.75,4,5.057996968497839,Adult,usa,Anne Rice,1.0,0.0,3
5439,1.72,25,3.529872518944558,Senior,usa,Janet Evanovich,0.52,0.48,11
5476,5.578947368421052,19,3.436984942806125,Unknown,Unknown,Alice Sebold,0.42105263157894735,0.5789473684210527,6
5483,0.2857142857142857,28,1.5118578920369088,Young_Adult,malaysia,Nora Roberts,0.5357142857142857,0.4642857142857143,8
5499,7.5,4,5.0,Senior,Unknown,John Grisham,0.0,1.0,4
5539,2.5416666666666665,24,4.117609761126901,Adult,usa,Greg Iles,0.4583333333333333,0.5416666666666666,8
5543,0.0,7,0.0,Adult,usa,Anne Rice,0.8571428571428571,0.14285714285714285,6
5582,7.948717948717949,39,3.02575539023092,Adult,usa,Anne Rice,0.5641025641025641,0.4358974358974359,13
5609,0.972972972972973,37,2.8624628720201235,Young_Adult,romania,Stephen King,0.6756756756756757,0.32432432432432434,14
5669,10.0,1,0.0,Unknown,usa,PHILIP PULLMAN,1.0,0.0,1
5694,0.0,2,0.0,Middle_Age,usa,J. K. Rowling,0.5,0.5,2
5709,2.6666666666666665,3,4.618802153517007,Teen,malaysia,JOHN GRISHAM,0.6666666666666666,0.3333333333333333,3
5728,6.25,8,4.026696625558686,Young_Adult,usa,Stephen King,0.625,0.375,4
5899,5.666666666666667,3,4.932882862316247,Young_Adult,germany,Neil Gaiman,0.3333333333333333,0.6666666666666666,2
5903,1.0434782608695652,69,2.7248031909970156,Young_Adult,austria,Barbara Kingsolver,0.37681159420289856,0.6231884057971014,12
5956,5.0,1,0.0,Adult,usa,Tim Lahaye,1.0,0.0,1
5963,3.6,5,3.361547262794322,Middle_Age,usa,Michael Crichton,1.0,0.0,4
6007,1.0833333333333333,12,2.6097137890209456,Unknown,canada,Michael Crichton,0.6666666666666666,0.3333333333333333,7
6051,0.0,3,0.0,Adult,usa,Arlene Eisenberg,0.6666666666666666,0.3333333333333333,2
6073,8.133333333333333,15,1.7265434778633235,Adult,usa,A.S. BYATT,1.0,0.0,8
6102,4.2,5,4.266145801540309,Adult,usa,Eric Schlosser,0.2,0.8,2
6115,7.0,10,4.830458915396479,Unknown,usa,Alexander McCall Smith,0.5,0.5,6
6120,0.0,7,0.0,Middle_Age,usa,Sue Grafton,0.42857142857142855,0.5714285714285714,7
6238,9.11111111111111,9,1.0540925533894596,Middle_Age,united kingdom,John Irving,0.7777777777777778,0.2222222222222222,6
6242,6.024390243902439,41,1.7533939214855396,Unknown,canada,Nick Hornby,0.6341463414634146,0.36585365853658536,11
6251,1.759493670886076,237,3.490478051883454,Adult,usa,Anne Rice,0.6329113924050633,0.3670886075949367,32
6280,9.0,3,0.0,Middle_Age,spain,Ken Follett,0.3333333333333333,0.6666666666666666,3
6323,1.3623188405797102,69,2.595080269033705,Adult,usa,Patricia Daniels Cornwell,0.8260869565217391,0.17391304347826086,12
6330,1.3333333333333333,3,2.3094010767585034,Middle_Age,Unknown,Christopher Rice,0.3333333333333333,0.6666666666666666,3
6333,2.375,8,3.2923070504261465,Middle_Age,usa,Nevada Barr,0.625,0.375,5
6345,2.7142857142857144,7,4.644505202002531,Adult,usa,Michael Crichton,0.8571428571428571,0.14285714285714285,5
6366,0.0,2,0.0,Young_Adult,spain,Alice Walker,1.0,0.0,2
6431,5.266666666666667,15,4.697517074654084,Adult,usa,J. K. Rowling,0.7333333333333333,0.26666666666666666,6
6432,1.3333333333333333,3,2.3094010767585034,Young_Adult,canada,Anne Rice,0.6666666666666666,0.3333333333333333,2
6532,6.363636363636363,11,3.471965647086021,Unknown,canada,Stephen King,0.7272727272727273,0.2727272727272727,6
6537,5.333333333333333,9,3.278719262151,Adult,Unknown,Alice Hoffman,0.6666666666666666,0.3333333333333333,6
6543,3.6122448979591835,98,3.9705946295992707,Adult,usa,Janet Evanovich,0.37755102040816324,0.6224489795918368,22
6563,2.7096774193548385,124,3.8693588753794645,Adult,usa,Maeve Binchy,0.5161290322580645,0.4838709677419355,19
6564,10.0,1,0.0,Middle_Age,portugal,Wilbur Smith,1.0,0.0,1
6566,6.5,8,2.9277002188455996,Unknown,usa,Janet Evanovich,0.5,0.5,4
6575,2.4512635379061374,277,3.556272300183123,Unknown,usa,Janet Evanovich,0.6101083032490975,0.3898916967509025,27
6577,4.0588235294117645,17,4.175383039843383,Senior,usa,Ann-Marie MacDonald,0.23529411764705882,0.7647058823529411,10
6604,0.0,3,0.0,Middle_Age,usa,Alice Sebold,0.3333333333333333,0.6666666666666666,3
6611,9.5,8,0.5345224838248488,Young_Adult,romania,Anne Rice,1.0,0.0,3
6662,0.0,2,0.0,Adult,canada,Diane Mott Davidson,1.0,0.0,1
6671,1.6666666666666667,3,2.8867513459481287,Senior,usa,Harold Robbins,0.0,1.0,2
6731,3.5,2,4.949747468305833,Adult,usa,DONNA TARTT,1.0,0.0,2
6772,2.225806451612903,31,3.323749663852106,Unknown,Unknown,Stephen King,0.6129032258064516,0.3870967741935484,9
6789,4.0,11,4.195235392680606,Unknown,usa,Anita Diamant,0.36363636363636365,0.6363636363636364,5
6866,0.7,10,2.2135943621178655,Senior,france,Catherine Coulter,0.5,0.5,6
6900,0.8387096774193549,31,2.6343471575015616,Young_Adult,usa,Stephen King,0.7419354838709677,0.25806451612903225,10
7082,4.533333333333333,15,3.542933946940156,Unknown,usa,Janet Evanovich,0.8,0.2,6
7105,5.857142857142857,7,4.2594432902501635,Unknown,united kingdom,Joanne Harris,0.42857142857142855,0.5714285714285714,4
7125,3.6346153846153846,52,4.029444792941891,Adult,usa,Alexander McCall Smith,0.21153846153846154,0.7884615384615384,13
7128,0.0,1,0.0,Teen,usa,Frances H. Burnett,1.0,0.0,1
7134,4.4,5,4.159326868617084,Young_Adult,usa,Alexander McCall Smith,0.4,0.6,4
7158,1.1568627450980393,153,2.8748401490088002,Adult,usa,Dean R. Koontz,0.47058823529411764,0.5294117647058824,18
7181,0.0,1,0.0,Young_Adult,spain,Michael Moore,0.0,1.0,1
7210,2.8,20,4.124381931367351,Unknown,canada,Alice Walker,0.9,0.1,7
7283,4.147058823529412,34,4.526905110030784,Adult,usa,Stephen King,0.5,0.5,15
7286,2.2,20,3.9550101470360213,Adult,usa,ANNA QUINDLEN,0.7,0.3,13
7312,0.9230769230769231,13,2.7827306272059005,Young_Adult,usa,Janet Evanovich,0.8461538461538461,0.15384615384615385,7
7341,4.142857142857143,7,4.059087394500207,Unknown,usa,Ann Rule,0.7142857142857143,0.2857142857142857,4
7346,2.68796992481203,266,3.805210679590974,Middle_Age,usa,Janet Evanovich,0.6541353383458647,0.3458646616541353,33
7371,5.285714285714286,7,3.728908942943218,Adult,canada,DIANA GABALDON,0.5714285714285714,0.42857142857142855,3
7426,3.5,2,4.949747468305833,Unknown,usa,John Berendt,0.5,0.5,2
7569,1.4,20,2.927186542164947,Young_Adult,usa,Mary Higgins Clark,0.6,0.4,7
7620,4.357142857142857,14,4.049827021132989,Young_Adult,usa,JOHN GRISHAM,0.6428571428571429,0.35714285714285715,7
7841,8.071428571428571,14,2.70225790815714,Unknown,usa,Gregory Maguire,0.9285714285714286,0.07142857142857142,8
7864,4.6,5,2.701851217221259,Teen,malaysia,JOHN IRVING,0.8,0.2,5
7887,2.9565217391304346,23,4.587317109255644,Young_Adult,usa,Stephen King,0.8260869565217391,0.17391304347826086,9
7915,2.1627906976744184,86,3.741218628504005,Unknown,usa,Janet Evanovich,0.6046511627906976,0.3953488372093023,17
7958,4.705882352941177,17,4.606580970230971,Adult,portugal,Amy Tan,0.5294117647058824,0.47058823529411764,11
8019,4.2727272727272725,22,4.474071525726429,Unknown,canada,Robert Ludlum,0.9545454545454546,0.045454545454545456,12
8066,3.25,44,3.8767344205454495,Unknown,usa,Alexander McCall Smith,0.4090909090909091,0.5909090909090909,11
8067,6.351851851851852,54,4.430415489725572,Adult,usa,Janet Evanovich,0.35185185185185186,0.6481481481481481,12
8167,1.75,4,3.5,Middle_Age,Unknown,Alice Walker,1.0,0.0,3
8234,3.727272727272727,22,4.377233505328812,Middle_Age,usa,Mary Higgins Clark,0.5,0.5,10
8245,4.76530612244898,98,4.035412881207796,Adult,usa,Nora Roberts,0.6122448979591837,0.3877551020408163,20
8250,1.8823529411764706,17,3.5157209954214315,Adult,usa,Stephen King,0.4117647058823529,0.5882352941176471,7
8253,4.011764705882353,85,4.658566399264751,Adult,usa,Tom Clancy,0.7176470588235294,0.2823529411764706,16
8255,6.5,4,4.43471156521669,Middle_Age,usa,Bill Bryson,0.25,0.75,3
8284,0.84375,32,2.701366141836027,Adult,usa,James Patterson,0.5625,0.4375,10
8314,1.7,10,3.3349995835415362,Middle_Age,usa,Allison Pearson,0.5,0.5,7
8323,5.166666666666667,6,2.6394443859772205,Middle_Age,usa,Nora Roberts,0.6666666666666666,0.3333333333333333,2
8362,1.467741935483871,62,3.0606853509560312,Adult,usa,James Patterson,0.7741935483870968,0.22580645161290322,18
8454,6.092592592592593,54,3.6666190200830324,Unknown,usa,Anita Shreve,0.3333333333333333,0.6666666666666666,10
8487,0.4266666666666667,75,1.8319486990732123,Adult,usa,Dean R. Koontz,0.7866666666666666,0.21333333333333335,14
8529,3.125,8,4.454131308603925,Unknown,spain,ANNE RICE,0.625,0.375,7
8584,0.0,4,0.0,Unknown,usa,Alice Hoffman,1.0,0.0,4
8672,0.7142857142857143,14,2.6726124191242437,Teen,usa,James Patterson,0.8571428571428571,0.14285714285714285,7
8680,3.2,10,3.521363372331802,Teen,usa,Anita Diamant,0.4,0.6,4
8681,3.4242424242424243,66,4.33965828523791,Adult,usa,Margaret Atwood,0.5909090909090909,0.4090909090909091,15
8687,4.333333333333333,3,4.041451884327381,Adult,romania,Anne Rice,0.6666666666666666,0.3333333333333333,2
8695,0.0,2,0.0,Unknown,usa,Anne Rivers Siddons,1.0,0.0,2
8734,4.523809523809524,21,4.057327292923848,Unknown,usa,Arlene Eisenberg,0.7142857142857143,0.2857142857142857,14
8782,1.5142857142857142,35,3.3987145370274447,Senior,canada,Janet Evanovich,0.45714285714285713,0.5428571428571428,13
8801,5.125,16,4.318564576337836,Young_Adult,usa,ALBERT CAMUS,0.6875,0.3125,10
8839,2.5,4,5.0,Unknown,canada,C. S. Lewis,0.75,0.25,3
8864,5.666666666666667,6,3.444802848737017,Adult,usa,Alexander McCall Smith,0.6666666666666666,0.3333333333333333,4
8870,1.8695652173913044,23,2.958874906355869,Middle_Age,usa,Sue Grafton,0.43478260869565216,0.5652173913043478,8
8872,7.6,10,1.5055453054181622,Senior,usa,Greg Iles,0.3,0.7,5
8890,0.0,1,0.0,Middle_Age,france,Isaac Asimov,1.0,0.0,1
8935,8.75,4,1.5,Adult,usa,DIANA GABALDON,0.75,0.25,3
8936,0.6190476190476191,126,2.2551528297909846,Teen,usa,Stephen King,0.6666666666666666,0.3333333333333333,17
8937,5.4375,16,4.545602270326782,Middle_Age,Unknown,Anita Shreve,0.5,0.5,7
8971,4.714285714285714,7,4.8550415622761225,Adult,germany,Arthur C. Clarke,1.0,0.0,3
9029,0.0,2,0.0,Unknown,spain,Alice Walker,1.0,0.0,2
9141,0.6,15,2.32379000772445,Senior,usa,Alexander McCall Smith,0.4666666666666667,0.5333333333333333,4
9177,5.75,4,3.8622100754188224,Adult,united kingdom,Michael Crichton,0.5,0.5,3
9227,2.2777777777777777,18,3.5778001054797968,Young_Adult,usa,Dean R. Koontz,0.5555555555555556,0.4444444444444444,8
9289,0.0,8,0.0,Unknown,usa,DIANA GABALDON,0.625,0.375,7
9313,4.0,2,5.656854249492381,Unknown,portugal,Linda Howard,0.5,0.5,1
9341,0.0,1,0.0,Adult,Unknown,Tom Clancy,1.0,0.0,1
9354,6.3076923076923075,13,4.479297106031544,Adult,usa,Nora Roberts,0.5384615384615384,0.46153846153846156,7
9357,1.6666666666666667,12,3.8924947208076146,Unknown,usa,Stephen King,0.5,0.5,8
9381,1.5,10,3.24037034920393,Unknown,united kingdom,Bernhard Schlink,0.7,0.3,5
9408,0.7272727272727273,11,2.412090756622109,Adult,usa,John Grisham,0.09090909090909091,0.9090909090909091,8
9417,2.1016949152542375,59,2.9924901132221504,Adult,canada,V.C. Andrews,0.7966101694915254,0.2033898305084746,12
9454,3.0833333333333335,12,3.91868097783688,Unknown,usa,JOHN GRISHAM,0.5,0.5,7
9571,0.0,2,0.0,Adult,germany,JOHN GRISHAM,0.5,0.5,2
9574,5.75,4,3.947573094109004,Adult,usa,Janet Evanovich,0.0,1.0,1
9613,3.1578947368421053,19,3.9618059559686336,Adult,usa,Laurell K. Hamilton,0.47368421052631576,0.5263157894736842,4
9660,2.5,6,4.183300132670377,Adult,usa,Benjamin Hoff,1.0,0.0,5
9747,1.8,70,3.809218414259837,Unknown,usa,Danielle Steel,0.5428571428571428,0.45714285714285713,15
9856,1.3125,64,2.8943020103272095,Young_Adult,usa,Dean R. Koontz,0.8125,0.1875,14
9908,3.0384615384615383,26,4.340329657809593,Middle_Age,usa,J. K. Rowling,0.4230769230769231,0.5769230769230769,11
10001,1.0,10,3.162277660168379,Middle_Age,usa,Stephen King,0.9,0.1,5
10030,2.5384615384615383,39,4.153921126928741,Senior,usa,Mary Higgins Clark,0.9487179487179487,0.05128205128205128,13
10067,0.0,5,0.0,Senior,england,Dean R. Koontz,0.8,0.2,5
10118,5.0,16,5.163977794943222,Middle_Age,usa,Mitch Albom,0.3125,0.6875,11
10199,8.833333333333334,6,1.1690451944500122,Teen,australia,Tracy Chevalier,0.0,1.0,4
10241,2.8333333333333335,6,3.188521078284832,Adult,usa,Anita Shreve,0.6666666666666666,0.3333333333333333,3
10314,3.090909090909091,77,3.696306186700085,Unknown,usa,Anita Shreve,0.5064935064935064,0.4935064935064935,13
10315,5.0,3,4.358898943540674,Teen,canada,Frank McCourt,1.0,0.0,3
10354,3.909090909090909,22,4.058020757405323,Teen,usa,Stephen King,0.7727272727272727,0.22727272727272727,4
10447,2.49,100,3.5886887394544087,Unknown,usa,Sue Grafton,0.53,0.47,19
10532,3.5,2,4.949747468305833,Adult,united kingdom,Jude Deveraux,0.0,1.0,2
10560,8.964285714285714,28,0.9222413461394475,Adult,usa,Laurell K. Hamilton,0.35714285714285715,0.6428571428571429,8
10590,2.111111111111111,9,4.196559437338057,Young_Adult,malaysia,ANNE FRANK,0.6666666666666666,0.3333333333333333,7
10619,2.25,4,4.5,Adult,usa,Anita Shreve,0.75,0.25,2
10716,0.0,3,0.0,Senior,usa,Iris Johansen,0.6666666666666666,0.3333333333333333,2
10819,2.175,40,3.882158400446052,Adult,usa,Agatha Christie,0.725,0.275,18
10946,2.5,6,2.7386127875258306,Unknown,canada,DANIELLE STEEL,0.8333333333333334,0.16666666666666666,3
10949,7.111111111111111,9,1.3642254619787417,Unknown,usa,Jimmy Buffett,0.8888888888888888,0.1111111111111111,7
10965,9.0,1,0.0,Young_Adult,sweden,William Gibson,1.0,0.0,1
11120,2.3529411764705883,17,3.773943171117383,Senior,finland,ANNA QUINDLEN,0.5882352941176471,0.4117647058823529,12
11198,0.0,1,0.0,Middle_Age,germany,Thomas Harris,0.0,1.0,1
11224,3.8947368421052633,38,3.367487423955414,Senior,usa,John Grisham,0.6842105263157895,0.3157894736842105,13
11245,4.428571428571429,35,3.972595197731833,Unknown,canada,Mary Higgins Clark,0.45714285714285713,0.5428571428571428,10
11399,0.0,1,0.0,Unknown,Unknown,David Guterson,1.0,0.0,1
11400,3.2083333333333335,24,3.95605388219632,Middle_Age,canada,Anita Diamant,0.375,0.625,9
11529,6.285714285714286,7,3.0394235042348465,Unknown,usa,Dave Pelzer,0.5714285714285714,0.42857142857142855,4
11601,0.375,256,1.8257418583505538,Unknown,usa,James A. Michener,0.6796875,0.3203125,29
11629,3.5,18,3.988955340171453,Young_Adult,usa,Robin Cook,0.8333333333333334,0.16666666666666666,10
11638,6.0,4,4.242640687119285,Unknown,usa,DAI SIJIE,0.75,0.25,3
11657,3.230769230769231,13,2.8911890908369102,Young_Adult,usa,Sidney Sheldon,0.9230769230769231,0.07692307692307693,5
11676,4.952328159645233,1804,3.9984675532152423,Unknown,Unknown,Stephen King,0.5831485587583148,0.41685144124168516,67
11687,5.4,10,4.993328882953068,Middle_Age,canada,Annie Proulx,1.0,0.0,3
11690,3.3333333333333335,3,5.773502691896257,Adult,germany,David Baldacci,0.3333333333333333,0.6666666666666666,3
11709,2.4285714285714284,7,4.237025012007948,Adult,usa,Jack Canfield,0.8571428571428571,0.14285714285714285,5
11718,6.857142857142857,14,2.983470948593082,Unknown,usa,Anne Tyler,0.5714285714285714,0.42857142857142855,8
11724,3.027027027027027,37,3.961526687237345,Middle_Age,usa,Lilian Jackson Braun,0.8108108108108109,0.1891891891891892,8
11788,6.4,5,3.7815340802378077,Adult,usa,Michael Crichton,1.0,0.0,1
11817,8.0,1,0.0,Unknown,usa,Anne Rice,1.0,0.0,1
